0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,,,,,,,,,,,,,
😮세탁소에서 받아온 옷은 베란다에서 비닐 벗겨서 통풍 시킨후에 다시 비닐 덮어서 옷장에 넣습니다… 이건 괜찮나요??,헐 여태까지몰랐는데 이제야알았네요 겨울옷 드라이클리닝 맡기고 가져와서 보관한지 몇달됐는데 뜯어야겠어요 ㅠㅠ,가족한테 그걸 알리고싶어서 영상다운받고싶은데 혹시 파일보내주실수있을까요?,약사님^^안녕하세요 그때 문의한번 드렸던 눈건강 관련 약추천해주셨는데요~어디 갔는지 없어졌습니다 써졌던게 지워진건지ㅜㅜ정말 죄송한데 한번더 추천부탁드려요 핸드폰을 마니보는 눈이 아주 나쁩니다ㅜㅜ😂😂😂,드라이 맡기면 바로 뜯기!!! 그리고 도움되었다면 좋아요 팔로우 잊지말기 (never forget),약사님 혹시 아이미산은 혈압약 먹는 사람은.먹으면 안되나요?,그래서 드라이클리닝하고 받은 비닐에 제거해서 보관하라고 그랬구나.. 크린토피아 비닐 집에 가면 벗겨야겠어요ㅋㅋ,맞아요 바로 걷어내기 약사님 익산은 피해 심한가요?,바로 비닐 제거 🔥🔥🔥,지난번에 유투브 올려주신거 보고 비닐 다 버렸는데 드라이 크리닝 자체가 안좋군요~🙄 몰랐는데 알려주셔서 감사합니다~👍👍👍,못 뜯고 놔둔 옷 지금이라도 뜯고 환기를 시키면 드라이 맡긴옷에 남아있는 안좋은성분도 없어지나요?ㅜ,어머 이럴수가!!!!😮 귀차니즘이었을 뿐인데 암이라니!!!!,헐랭이 내 옷장 다 저렇게넣어둿는데요….다 버려요? 엉엉 난 바보였어ㅠ,좋아요와 팔로우 했어요^^ 팔로우 부탁드려요 세번째ㅋㅋㅋ 어찌하든지 팔로우을 받고자 하는 몸부림ㅎㅎ 그만큼 약사님 유튜브 정말 좋아합니다 ^^😍,아~~ 정말 감사합니다.먼지 앉지 말라고 비닐 씌운것도 많이 있네요ㅠ정말 감사합니다 ❤️생활밀착 필요한 내용  넘 좋습니다
고약사님! 저는 예전에 비타민B를먹고 바닥을 데굴데굴굴렀던기억이있어요ㅜㅜ너무아파서 약국에전화해보니 물을 많이 마시라고 하시더라구요...그랬더니 위쪽이 아프더니 장으로 내려갔는지 배가 엄청아프고 시간지나니 괜찮아지더라구요ㅠㅠ평상시 소화도잘안되고 위장이 안좋은편인데 저같은경우는 비타민B를 대체할 영양제가있을까용?,"오마비 + 루테인, MSM, 유산균, 코큐텐을 아침에 한번에 먹는데 괜찮나요? 제대로 흡수가 될까요? 서로 영향을 줘서 흡수에 방해가 되는건 아닌지 걱정되서요.",마그네슘 500mg 짜리 섭취중인데 매일 먹어도 괜찮을까요? 아님 이틀에 한번씩 먹어야될지 고민입니다,오마비가 뭔가 했더니 3가지 영양제의 줄임말이었군요..가끔 유튭서 의사님들이 오마비 영양제라 그래서 뭔가 했더만 이거였ㅋㅋㅋ,영양제세달먹고 조금쉬었다먹어야하나요? 지금 (오엠비먹고있어요),제가 너무 피곤할때나. 고3 수험생 아들 힘들때 지금 먹고있는 비타민  B군 영양제와 아르기닌 하루에 같이 복용 가능한가요? 대부분 아르기닌에 비타민  B군이 많이 들어있더라구요..,오메가3가 안맞으면 어떻하나요?,약사님 오메가3  먹고싶은데 산부인과에서 자궁선근종이 더 커질 위험성이 있다고 못먹게 하는데 혹시 대체할 만한 다른 영양제가 있을까요?,약사님 혹시 약을 몇년내내 먹고있는데 괜찮나요??? 종합비타민이랑 오메가요!,저는 아는 약사님 추천으로 오메가 대신 매일 은행잎추출물 프라보노이드 17mg  플라보놀배당체 28mg을 종합비타민으로 섭취하고 있는데요 이것이 오메가의 대체 효과가 충분할까요,혹시 오마비 별로 하나씩 추천해 주실 수 있나요? 교대근무하는 30을바라보는 29입니다!👏,50세 아직 먹는 영양제 없어요.. 눈영양제만 먹고 ㅋㅋ 이젠 좀 영양제의 필요성이 느껴져서 ㅋ 오마비 추천부탁드려도 될까요?,오메가  언제 먹는게 좋은가요?  식후로 알고있어서  저녁먹은후에 먹고 있거든요~😊,약사님 오마코 친정 어머님이 병원서 처방 받은거 있는데 먹으라고  주시는데 제가 먹어도 될까요?,비타민 비군 추천 해주새용!!!!! 그리고 비오틴이랑 겹쳐 먹어도 되는지랑요!!!
집에쓰는 팬은 코팅이 벗겨지면 버리는데 식당에서 특히 백반집이나 분식집에 후라이팬들은 거의 기절수준ㅠㅠ,네 알겠습니다.눌어 붙지 않아서 코팅후라이팬을 쓰게 되네요.될수있으면 안써야 하는데요ㅠ👏👏👏,매일 쓰는일상템이 위험한거였다니ㅜㅜ,오늘 당장 새거 사러가야겠!!,당장 버릴게용!!!!🔥🔥🔥,약사님 덕분에 오메가3 부터 콜라겐도 잘 먹고 있습니다 감사합니다😍 근데 혹시 괜찮은 비타민c 추천도 받을수 있을까요?,😮😮 당장 버려야 겠네요 ㅎㄷㄷ,무조건 버립니다👍👍👍💃,당장 버리러 갑니다요 ^^,😀,👏,@coollkiss84 @hayeon_kari @byeolgwi @kimkyeonghee0111 4년 ㅎㄷㄷ 알아둡시다!,@pdskiss 프ㄹㅇ팬 당장 바꿔야겠다!!!,@lovekkj4 바꾸자,@hananury_ss 스뎅으로 갈아타야겠어
,,,,,,,,,,,,,,
제가 호주에 사는데 눈검사 하러갔는데 왜 한국 사람들은 루테인을 먹냐고 그러더라구요. 루테인이 필요한 사람만 먹으면 되는데 다 먹는거 같다고.. 원체 여기가 약도 잘 안 주고 내시경도 아픈 증상 없는데 해 달라규 하면 잘 해주지도 않아서... 루테인은 그냥 어떤 증상 없어도 영양제로 먹어도 되는거죠?,루테인이 뇌관련질환에 도움이 될수있다는 이야기를 얼핏 들어본것 같은데  임상결과가 어떻게 나올지 궁금하네요!,DSM 한국 지사가 여의도에 있었군요 😮 !,엇 그런데 폴박사님과 닮으셨어요!,궁금한점이 있어요 고도근시가 녹내장이 올 가능성이 높을까요? 녹내장은 예방법이 없을까요?ㅠ,나도 측정해야하는데..,노안에도 좋겠죠? 뇌에도 좋으면 더욱 섭취를 해야겠네요👏👏👏최신소식 감사합니다 ❤️,오늘 고약사님 강의들으러갔어요 완전 도움많이 받고왔어요 직접봬니 더 신뢰가되고 팬이되었네요 언제나 감사드립니다🙏,약사님 다른질문인데요^^혹시 이번에 공구한 콜라겐 얼려서 먹어도 돼나용?^^,친구가 나름 저명 안과의사.. 루테인 무소용.. 오메가3 최고.. 그런데 뭐.. 먹고싶으면 먹는거지 뭐.. 라고 함.. .. 돌팔이는 아님,수고하세요 ~,안녕하세요.약사님.항상좋은정보 감사합니다.초등6학년여아인데 면역력이약해서인지 구내염도잘생기고 감기도잘걸리네요.챙겨먹으면좋을 영양제 추천부탁드립니다~^^,오늘 장말 좋은 시간 마련해 주셔서 감사합니다...너무 좋았어요♡♡♡,🙌🙌🙌,마그네슘 비타민 추천 좀 해주세요!🙏
약사님 이거 사서 먹구 있는데 간헐적단식 시간에 공복에 먹어두 되나여? 당 있으면 그 시간엔 먹음 안된다는데 당이 있는지 없는지 모르게써여ㅠㅠ,들고 계신 유산균 공구할때 샀는데.... 귀리 알러지 있는데 성분을 잘 안보고 샀다가 심하진 않지만 얼굴에 트러블 올라와서 그제서야 성분을 보고 소비자 상담센터에 여쭸더니 귀리 식이섬유가 한포2g  4.5% 90mg 함유되어 있다는걸 오늘에서야 알았네요...ㅠ  저처럼 귀리 알러지 있는 분들은 성분표시 잘 보셔야 할것 같아요..변비가 심했는데 2주 먹는 동안 1일1화장실 간걸 보니 좋은것 같은데 제 몸뚱아리를 탓해야겠죠?ㅠ아쉽지만 친구에게 나눔했네요^^,"변비도 들쭉날쭉 심하고 가스도 많이 차는데요, 유산균 효과 본것이 없어요ㅠ 어떤 유산균 시도해볼지 추천 좀 해주세요",어린이 아이들꺼도 100억이어야좋은거죠?,8살 아이가 먹기에 좋은 유산균 추천해주세요🙏장염 이후로 계속 장트러블이 있네요😭😭,아침에 주스를 갈아서 마시는데 갈 때 스틱 유산균 넣고 마셔도 효과가 있나용? 아니면 유산균만 따로 먹어야 되나요?,혹시 하이락비피더스 유산균 또 진행 예정 없으실까요?,약사님 구강유산균도 추천 해주세요!!,우왕~~약사님 이시닷~^^ 엄청 바쁘신지 💪 얼굴뵙기 힘들어용~,안그래도 유산균 찾고있었는데 들고계시는걸 추천하신다면 먹어보려고요.,재수생아들이 학업스트레스로 과민성증후군으로 변비와 설사를 번갈아하며 괴로워합니다. 유산균을 복용하여도 효과가 없는데 도움되는 유산균이 있을까요?😢,약사님들고계신 유산균 이름좀  알수있을까요~~??,"6.8세 여아가 먹음 좋은 종합비타민과, 칼슘 등등 비타민제품도 추천해주세요~~챙겨줘야겠어요~~~늘 잘 보고 있습니다🙌🙌",지인들한테 유산균 자랑했더니 지금 공구 기다리고 있어요.판매하면 말해달라고 공구 요청합니다~~^^,그리고 약사님 영상이 보면 항상 느끼는데요 아주 편안하게 내용 전달을 잘 하세요 목소리와 발음도 아주 좋으시고요 듣기에 편안하고 쏙쏙 들어옵니다 ^^
제품 문의가 많아서 정리하자면 배르베린은 직구를 하셔야 합니다엔자이메디카 베르베린유산균은락토비프자일로올리고당은나우푸드 프리바이오틱 비피도부스트가 있습니다국내제퓸은 추후에 따로 정리할께용,저 한번도 이런 댓글 남긴 적 없어요. 추천해주실 제품 없을까요. 그냥 제품명 알려주시면 안되나요. 콕 찝어 하나 부담스러우시면 이러이러한게 있으니 그 중에 선택해봐라 해주심 안될까요 😭 😭,지금 유산균을 먹은지 꽤나 오래됬는데 한번 중단하고 베르베린을 3주정도 먹은 다음에 또 유산균을 먹세시작하면 될까요??,뚱보균 잡는다는 이걸로 뱃살 빠지면 대박 날기다 이런 영상땜에 돈낭비 하지 맙시다,베르베린.장에 자극 준다는게 어떤걸까요? 화장실을 자주가나요? 변비 해결해 주나요?^^;;,베르베린 종류가 너무 많아서 고르기가 힘드네요.. 약사님 추천 몇가지 해주실 수 있나요?,약사님~~ 남편이 식사 후 바~~로 화장실을 가는데 유산균먹으면 괜찮아질까요~?,먹고 있는 유산균이 따로 있는데 베르베린만 먹어도 효과가 있나요,"약사님, 베르베린 파이토솜은 뭔가요??",약사님... 저 루틴대로 복용하면 되는건가요? 베르베린 2주후에 유산균 3개월후에 자일로올리고당 3개월 맞나요?,저는..저는..아래 게시물 키에 대해 너뮤너무 관심 많아요.. 제품 소개나 묶음 공구 정말 간절해요 😢😢,비에날씬먹으면 다른유산균 안먹어도되고 베르베린만추가하면될까요~?,베르베린은 Dna수치 높은데 간손상 걱정없이 먹을수 있을까요?,어제 젠유산균 티브에서 봣어요 암극복한 사람만 먹나요,베리베린 만 일주일 먹냐요?
당첨 됐는데 개인적인 일로 못가게 되었는데ㅜ.ㅜ 어찌하나요??,약사님! 다리가 퉁퉁붓고 무거운데 센시*같은 정맥순환제 먹으면 효과가 좀 있을까여?,애들만 아니면 너무 가고싶어요~~ 우리집에 껌딱지 세명이 살고있어서ㅠㅠ,이 글을 이제보았네요 ㅠㅜ 또르르.....ㅠㅠ,약사님 당수치를 낮추는 제품은 뭐가 있을까요??,응모했어요 강연 듣고싶네유 ㅎ,넘 가고싶지만 ...아버지께서 아프셔서 제가 자리를 비울수 없네요 ㅠㅠ,흐읍흐읍ㅜㅜ 이동불가자는 울고가여어,강의 응모하려고 링크 눌렀는데요.. 응모 창이 안열려서요.. 응모 하고 싶습니다~^^;; ㅎㅎ,강연 너무 기대됩니다🙌🙌,오오옹!!!,😃😃😃😃😃😃😃😃😃😃👍👍👍👍👍👍👍,응모완료~,혹시 람노플유산균 공구 계획은 없으신가요?,
요고 묶음 으로 공구 하면 전 감사해서 울듯이요.. 키도 작고 체중도 적게 나가는 아이 키우고 있어서..,약사님 제가 요즘 고민인게요ㅠㅠ 이런 좋은 성분를 먹이고자 하다보면 비용적인 면에서 타협을 하게되잖아요? 구럼 성뷴에 아무래도..전분들이나..(gmo우려등등)뭐 보존료나 당분들..등등 이런것들 꾸준히 섭취를 해도 되눈건가..혼란스러워여🥲🥲조심스러운 부분이지만 생각을 여쭙고싶어요..잘 모르는데 너무 많은 정보들이 넘치니까 뮤엇을 받아들이고 걸러내야할지 조차 혼란스렂네오..,약사님 저 이고 되게 고민이였는데 짧고굵게 넘감사해여ㅜ❤️,혹시 비만인 아이에 좋은 영양제가 있다면 추천 좀 부탁드립니다.아들 성조숙증이 빨리 올까 너무 무섭습니다.,약사님 만성 지루성피부염에 좋은 게 뭐가 있을까요 ㅠㅠ,오늘도 많은 도움받고가요~~ 약사님~ 칼슘.마그네슘.비타민D가 알약형태로 되어있는걸 7세 어린이 부셔서 먹여도 되나요😂😂,두돌전 아가한테 오메가3 괜찮을까요?,그럼 공구 기다리겠습니다😂😂😂😂,제품 추천부탁드려요ㅜㅜ,제품 자체를 추천해주실수 옴나요?😂😂,"요고 다들어간건.,없나요.찾아내는것도 어려운 워킹맘입니다, .흑","안녕하세요! 저희아이는 5살인데요, 키성장 외에 평소에 면역력 강화로 챙겨줄 수 있는 영양분은 무엇인지  궁금합니다.",제품추천은 어려우실까요😢,약사님~~~초유단백질과 아르기닌 제품 좀 추천해주실수 있으실까요?,저도 추천 기다려요~ 공구기다려요😮
스티바 0.025 쓰고 부작용이 났었어요(따갑고 바른부위 색소침착) 혹시 소개해주신 두 연고는 부작용 없나요??,선생님~ 기미가 많아진 저의 눈이 번쩍 뜨이는 정보네요~ 그런데 하이드로 퀴논이 들어간 크림을 검색해보니 수년간 쓰거나 고함량 쓰거나 얼굴전체에 바르면 흑색증이나 백반증이 생긴다는 내용을 보았어요ㅠ  정말 그런 부작용이 있을까요? 그렇다면 자외선 말고 조심할 내용이 또 있는지 알려주시면 좋겠습니당~❤️,딱 1개만 추가 하라고 한다면 글루타치온인데🤔 어디꺼가 나을지 고민이되네요ㅠ,약사님 피드와는 상관없는애기지만 좁살같은게 많이 올라온대 병원서지지기는하지만  매번 지지러가기도 아프고 무슨방법없을까요😍,약사님 피드랑 상관없는 내용이지만 비염에도 커큐민 복용 하면 효과가 있나요?😂,글루타치온.비타민  어떤건지 알려주세요,안녕하세요.  초등학생 (9세)딸아이  주끈깨가 엄청 올라오고있는데요 혹시 영양제같은거 추천해주실수 있을까요ㅠ,약사님 피드와 상관은 없지만 6세 아이와 성인 눈 영양제 추천좀 부탁드려요😢,도란사민과 트라넥산 성분이 비슷한가요? 지혈제인데 멜라닌 색소가 없어지는 원리가 궁금해요 🧸,눈과 귀가 가장 번득이는 이슈인데 ..하~~힘드렁~ 깨끗해지기 어려웡;;,나우 글루타치온 먹고 가려움증이 엄청 심해졌는데 ㅜ ㅜ 영양제 회사를 바꿔봐야 할까요?,손 좀 펴주세요~~ㅎㅎ약 이름이 안보여요..;;;,다크서클도 효과있을까요,영상에 있는 제품은 어떤건지 여쭤봐도 될까용?,@seoyjsy 댓글보고 여쭤봐요 트라넥삼산 일반 약국에도 있나요? 아무리 다녀도 없다고만 하네요!
그래서 선생님 양손에 들고 계신 콜라겐 이름은 무엇인가요😆😆😆,약사님유툽 콜라겐 편에서 콜라겐부스터 알고난뒤부터 섭취중인데 진짜 먹고 안먹고가 피부 엄청차이나요~ 세상 보들보들~ 애기피부되는거 같아요^^,비비랩꺼 2년가까이 먹고있는데 먹으면서도 항상 궁금했어요 비비랩꺼 어떤가요 먹을만 한걸까요? 그리고 콜라겐은 밤에 자기전에 먹으라고 들었는데 뭐가 맞는건지.. 궁금해요,요즘  콜라겐 먹고있지만 효과가 그닥인 40대입니다(에x콜라겐 1년째 복욕중)😂,지금당장은 탱탱볼피부라 괜찮지만 언젠간 필요할것같아 저장합니다🙌,아 저 손에든 콜라겐 궁금합니다😂 공구예정이신거죠?,"자기전에 콜라겐먹는게 좋다고본거같아서 저녁에먹는데, 오전 공복으로바꿔야겠네용😮",약사님 임산부도 트루엔콜라겐 먹어두 되겠쥬??,콜라겐 공구 해주세요~^^💙🙏🤗 밴드에 보니 없네요~^^ 오메가3  공구가 좋네요~^^💙🤗,말씀하신 조건을 충족하면서 단맛없는 제품은 없을까요? 엄마가 당뇨가있어서 당분없는게 필요해요.  알약으로 된거도 좋구요.,콜라겐 공구 기다려봅니다😂😂😂,이너뷰티에는 #고약스 #고약사님 화이팅🔥🔥🔥🔥,앗! 검색해보니 다른제품 비해서 좀 비싸네요ㅠ 공구해주세요~~~~~😂,약사님 덕분에 트루엔 1년째 꾸준히 복용하게 있어요🫣,더리틀스 콜라겐 공구 가즈아아아아👏
가고싶은데..주말은 안하시나용😍,안녕하세요 약사님! 독일 피엠쥬스좀 좋은지 나쁜지 좀 알려주시면 안될까용 ㅠㅠ? 엄마가 지인말듣고 대량으로 구입하셨다길래.. 인터넷에 아무리 찾아도 믿을만한 정보가 없어서요!,강연할쯤은 170만 유튜버이실텐데 화이팅 저도 기대됩니다😍😍,🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️7월 8일 토요일! 입니다 🙋🏼‍♀️,당첨시켜주셔서 감사합니다~ 곧 강연시작되네요! 😍,항상 응원합니다~~🔥🔥🔥,ㅋㅋㅋ 약사님 짤렸어영......,듣고 싶습니다~~~~~><,멋지십니다🔥🔥,제가 존경하는 약사님들 강의라서 뜨자마자 바로 신청했습니다🔥,그날 뵙겠습니당 ~~!!! 기대기대 😊😊😊,홧팅이에요 약사님😆👏👏,신청합니다~~~ 대구에서 출~~발~~~❤️,약들약 159만 유튜버 고약사님  홧팅!! 이런날도 오네요^^,수고하세요 ㅎㅎ
"몰랐는데 라벤더랑 민트 성분도 성조숙증 유발하더라구요. 알고 난 이후부터 라벤더, 민트 성분 없애니 제 딸 증상도 사라졌어요…",약사님 요 근래 pms때 감정기복이 너무 심해지는데요 짜증이랑 우울감이 제일 커요 여성호르몬때문에 일어나는 이런 감정기복에 좋은 영양제 있을까요?,마감재 pu라고 적혀 있는데 이것도 문제가 되는소재인지 궁금해요😢,슬프네요😢 층간소음때문에 꼭 사용해야하는데 한 3년이내 쓰고 죄다 버려야하나봐요 ..,"와 대박,, 생각도 못했던..!! 이제 매트 사게 되면 날짜를 어디 좀 적어두던가 해야겠어요. 좋은 정보 감사합니다🫡",폼롤러할 때 쓰던 매트 바꿔야겠네요 😭,약사님 한국소비자보호원에 들어가서 유아매트로 최근 2년간으로 검색했을 때 15건이 나와요. 알려주신 내용의 게시글을 잘 모르겠는데 게시글 제목이나 URL 좀 알려시면 감사하겠습니다😢😢,약사님 PE소재는 괜찮을까요?,항상 좋은정보 잘보고 있습니다! 마스크도 다뤄주실 수 있을까요? 마스크 안감 성분이 플라스틱이라 흡입 시 폐에 안좋은 영향이 있다고 들어서요~,천연가소제는 괜찮나용??,조사한 제품이 어떤거죠?,혹시 가죽소파도 오래되면 안좋을까요?15년 정도 됐는데 너무 멀쩡해서 버리기는 아깝고 오래된 냄새가 약간 나긴 하는데 요즘 고민하고 있었거든요.,@siniiiii_j @hae.ri.25 우린아니었던거같아 ㅜㅜ 너넨 꼭 친환경으로 사야겠다!,@uz1005 이래서 tpu소재찾아 산건데 껍데기 겁나까짐🤣,@usen0417 이거!!!!
이거  가격이  약사님은  3천원이라시고하시는데  30g이  12천원까지하고 100g은 2마넌  넘네요~~~😢😢 약사님께사면  말씀하신  3처넌에 구매하나요~~사고싶어요~~~,전 피부염있는데 발라봤는데 피부가 난리가 났던 기억이 있어서 비판텐 좋다는 말을 믿을수가 없어요 ㅠㅠ,저는 젤네일 제거하고 난 후 아작난 손발톱에 바르면 그렇게 좋더라고요.,선생님~그럼 이건 언제발라야하나요?😂😂저는얼굴에 뭐나면 이걸 세안하자마자바르는데…얼굴에 스킨케어후에발라도 상관없나용?,지금 약사님 들고 있는게 비판텐 인가요? 덱스판테놀 약국에서 구입해서 개봉하니까 용기가 다르네요  제대로 산건지 모르겠네요,요즘이게 인기 ㅋㅋㅋ처방용으로몇개 받아도 이익인거죠 약사님😍,이거 비판텐 .진짜 피부에는 만병통치약 같아요..아이들 어릴때 필수로 쓰다가 한번씩 얼굴알러지로 고생하는 저도 이거바르구 잠들면 담날 좀 편안 ㅋ 스테로이드 성분없다해서 이건 구비하고 쓰고있어요. 감사합니다 믿구 계속 쓸께요^-^,영상과 다른 약 질문드려요~ 잠이 빠르게 드는 약은 없나요? 일단자면 푹자는 편인데 잠 드는데 보통 1시간 넘게 걸려서 너무 힘들어요.. 처방받는것과 그냥 사는것 모두 알려주심 감사하겠습니다😍😍,👏👏👏오몽 왜 이제알려주시는거에용 ㅋㅋㅋㅋ감사해용~근데 목소리 천재 같으세용~좋은정보 앞으로도 부탁드려용~ 근데 상담이나마나 그냥 선생님들고있는거 궁금하네요,이거 문신하고 재생으로 쓰는 연고인데 아이크림으로 좋다니 짱이네여😍,무릎 관절 영양제도 좀 나와주세요~ 운동러버인데 나이드니 무릎이 ㅠㅠ 검색하니 종류도 너무 많고 약사님께서 성분 가격 따져서 좀 알려주세요,"저도 좋다고 그래서 써봤는데, 모공이 작아서 고민이신분들께는 강추합니다. 싱크홀 생김. 땀구멍없는 눈꺼풀이나 눈가에만 바르시는게 가정의 평화를 가져옵니다. 경험자로서 정보드리니 참고들하시길.....",눈 비비시길래 라방인 줄 알았어요!!!,요새 너무 자도자도피곤하고 입에 구내염이생기고 지루성피부염과 모낭염이 올라오구용! 약사님이 추천해주신 질유산균+종합비타민+모듀케어+마그네슘+오메가3+달맞이꽃종자유를 먹고있는데요 .. 뭐가부족한건지 나아지질않아요. 꾸준한운동도 병행하고있구용 ㅠ,👏👏👏저희애들 아기때 필수템였는데 이게 저의 주름에 빛이될줄은  몰랐네요  좋은정보 너무 감사합니다^^👏👏👏
콜라겐도 그렇고 글루타치온도 제품마다 너무 가격차이도 많이 나고 좀 이름있고 유명한건 가격대가 높은 편이라 꾸준히 먹고 싶어도 어려운 경우가 많아요ㅜㅜ 덤탱이 쓰는 일 없게 약사님께서 괜찮다하는 제품도 추천해 주시면 좋을것 같아요!,콜라겐 먹는게 효과있다는 논문이 적거나 효과성 입증이 빈약하지 않나요?,저에게 꼭 필요한 것들이네요^^오메가3는 공구로 샀는데 콜라겐이 없네요🤭비타민C만 갖고는 안되나봐요.,콜라겐 추천해주세요 젭알~~~~~!!!!!,하루에 영양제 몇종류까지 먹을 수 있나요? 너무 많이 먹으면 흡수가 안된다는 게 사실인가요?,세가지 식전식후 관계없나요?혹 한번에 자기 전에 먹어도 될까요? 적절한 섭취시간이 궁금해용,지난번에 공구한 오메가3 먹고 있는데요...혹자 왈. 오메가3를 오래 먹으면 나중에 피가 응고되지 않아서 큰일난다는 얘기를 하던데.... 무시해도 되는걸까요??,간 기능이 안좋은 사람도 먹을 수 있나요?  간 수치가 높아서 모든 영양제를 끊었어요,세개중에 콜라겐만 안먹고 있었네요 지금 뜯을게요!! 콜라겐 먹으러 가겠습니다,20대부터 먹어도 좋은가용??,약사님~ 오메가3는  3개월 복용한후 3개월 쉬고 또 다시 복용해야하나요?,"콜라겐, 글루타치온, 오메가3 40대 화이팅!!!!!!!🔥🔥🔥🔥🔥🔥🔥🔥",우와 디텔한 정보 감사합니당,글루타치온 *에스*꺼  금색 먹을까했는데  꼭  공구해주세요  좋은걸루요^^,셋 다 너무 중요하죠😆👍🏻👍🏻
고약사님 만성피로에 효과있는거죵?? 신랑이 교대근무인데 야간을 특히 힘들어해서요ㅠ 밤낮바뀌니 힘든건맞는데 점점 헤롱거린달까😢😂,대입준비하는 수험생 아들 엄청 피곤해 하다고하는데 뭘 먹이면 효과볼까욤?  이 제품도 효과있으련지??^^,참여완료! 혼자 자취를 하다보니 제대로 잘 챙겨먹기가 힘들고 이제  체력이 조금씩 떨어지는거 같아 아르기닌이 필요합니다^^,타우린 성분 매일 먹어도 괜찮나요? 왠지 박카스는 매일 먹으면 안 될 것만 같아서😂,아르기닌 먹고 운동 퐈이아🔥 해보고 싶은데 뭐가 너무 많아서 고르질 못했눈데! 꼭 먹어보고 싶네요🙌🙌,저도 참여해봤는데요! 함량은 아예 생각도 안해봤네요 ㅎ😢,알약으로만 먹어봤는데 액상 아르기닌 궁금하네요😢😢,요즘 공황장애로 몸이 축축 처져서 너무 힘들구 암것두 할수가 없는 무기력 상태인데...꼭 먹어 보구 효과 보구 싶네용~~🤗,혈압낮아도 복용해도돼나요?,신청했어요~ 이거 먹고 있는데 피곤할때 먹으면 귀신같이 괜찮아지네요!! 너무 만족해요,3년전 간암절제술을 했었는데 지금은 깨끗한 상태입니다. 아르기닌이 간에 좋지않다고 들었는데 혹시 괜찮을까요?,❤️신청완료❤️ 이번에도 늦은 건 아니겠지요!? ㅋ,여자가 먹어두되나요?,전 안될까요ㅠㅠ 울오빠 주고싶어요❤️,다른 회사 제품 계속 먹고 있는데 오르니틴 포함된건 어떤 시너지 효과를 줄지 궁금해요!!!
"지나가다가 적어봅니당▫️샐러드, 생으로 = 엑스트라버진올리브유, MCT오일, 들기름▫️낮은온도 조리, 계란 후라이, 저온볶음 = 엑스트라버진올리브, 아보카도, 코코넛오일, 버터, 기버터, 라드▫️높은온도조리 = 아보카도, 코코넛, 버터, 기버터, 라드기름에서 연기나면 못쓴다생각하면 됩니당.(.아 산화됐구나~)아보카도, 올리브유, 기버터 요리할때 잘 쓰고생으로 올리브유, 들기름 애용해요대두유, 해바라기씨, 목화씨유, 키놀라유 등등 GMO, 농약 및 산패 요인으로 안드시는게 좋지요 ㅎㅎ 릴스로 쉽게알려주시니 감사합니다🙌",올리브유도 가열해서 사용 가능한가요?계란후라이나 볶음류에요가열하면 안 좋다는 말을 들은것도 같아서요,일반적인 식용유는 퓨어포함.. 화학용매제를 쓴다고하던데.. 압착(엑스트라버진)외에는 좋지 않은걸로 아는데.. 압착중에 아보카도유만 발연점이 높아서 열가하는 요리에 쓰고있어요~,다른질문인데 혈압약 고지혈증 약 먹고 있고 매일 술 마시는 남편 밀크시슬 추천좀 해주세용 ㅠ,코코넛오일은 어떤가요??몸에 좋다고해서 계란후라이나 볶음할때는 코코넛오일 사용하고 튀김류할때는 올리브유(엑스트라버진)사용하려하고있습니다.,유기농 콩기름 병에 들는것도 안되나요? 초록마을에서 두병이느 삿눈데 ㅜㅜ 😢,걍 식욕유는 어떤가요 키놀라유 버렸습니다,오늘 처음으로 알게 된 정보네요 ㄷㄷ 감사합니다!!,올리브유 아보카도유 포도씨유❤️❤️,콩기름 카놀라유😢😢😢,올리브유 열을가해도 좋은기름일까요🙋🏻,여지껏 카놀라유 선물 들어온거 사용했는데 ㅠㅠㅠ 좋은정보 감사합니다👏👏,유기농콩기름도 안 좋은가요? ㅡ 늘 정보 감사히보고있습니다 ㅡ,@robotson7  오리브유를 사려고 하는 이유,@boa_yj 기름부터 바꾸자😢
