0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
몇살부터 복용가능할까요?~~~,수유중에 먹어도 될까요?,알림이영❣️❣️따로 폰알람도 설정해놧찌만 알람은 많으면 많을수록 좋져💙다이어트한다고 단백질많이먹규 하면서 피부 난리낫는데ㅠㅠ 요거먹고 괜찮아졋으면🥹🥹 자기전에먹는게 제일효과좋을까요?_?,저 피부 수분지라서 꼭 먹어야해요😍,🔥🔥알람🔥🔥,알림이요오❤️❤️,@miin.chae 이거 좋아보이지않니,나 요거 사려고……. 리쥬란전에 요거부터먹어본다. . . @s0y__k,@o_____o.rrrrr 당신의능력을보여주세요 반짝반짝,@eomnew890 이렇게 좋은건 같이 먹어야죠,우리이제이런거먹어야지..?🫠 @emilybiny_ @miumiu_626,@haasabiii 나 이거 먹구 이뽀지고시포,"@seop._.89 내 요즘 피부 엉망이라 오만 영양제에 오만 화장품 다 사재끼는거 알제,,그래도 소용없는 것도 알제,,니가 작작 사랬잖아,,근데 이 콜라겐은 진짜 효과 좋아보여 진심..나 몇달째 물 들이부어도 속건조 안 잡히고 있잖아 지금..한 여름에 얼굴 각질 난리난거 알잖아..이게 답이야...이 콜라겐만이..","@woozoo20200320 @run_kobeee @rookey0715 우리최대의관심사,,, 피뷰","@cielians 콜라겐 먹고 기내에서 안건조했으면,,,,,🫣🫠"
오오오 스토리에서 볼때마다 너무 예쁘더라구요!!! 구경갑니당🩵🌷,,,,,,,,,,,,,,
어릴 때 배아프면 할아버지가 꿀 한스푼 주셨던 그런건가요 ㅋㅋㅋㅋ,저 통꿀다먹엇는데 스틱으로 바꿔도 효과는 비슷할까요? ㅎㅎ,통에 든거는 보통 먹으면  다먹을때까지 어느정도 기간이 걸리나요~~?,끝난건가요?ㅜ,문의 드립니다~통꿀 유통기한과 몇달?정도 먹을수 있을까요?,,,,,,,,,,
기다리던 마누카꿀 냉큼 구입했네요~  진짜 꿀 끊고나서 역류성식도염이 다시 올라와서 😒  너무 절실하고 너무나도 효과보고 있는 마누카 사셰 4개월분으로 다음 공구텀까지 생각해서 구입했네용😜,"제품들 모두 몇살부터 섭취가능한가요?? 4살, 6살 아이들도 먹이고 싶어서요~",별샘님은 사셰 상온에 보관하시는지 궁금해요🙏🏻😃,🍯,,,,,,,,,,,
세탁 안하고 쓰면 안될까영..? 그리고 kk가 라지킹인가용? ㅎㅎ,안녕하세요🙌지난라방때이번주쿨패드남은것소량스토리올리실거라고 하셨는데 남은게 없어 올라오지 않은걸까요😢😢기다리다댓한번 남겨봐요😂😂,별샘님🙏🏻콤비타 로젠지? 사탕은 진행 안하시는걸까요???🥹🥹,진짜 눕자마자 감탄연발😱 오늘 부모님꺼 추가주문했어요🩵 KK사이즈 열어주셔서 감사해요🫶🏼,넘 좋아서 하나 더 추가구매하고 동생도 선물보내줬어요👏👏👏❤️,주문해서 기다리고 있어요😍❤️ 오늘 출고문자 받았는데 너무 기대됩니당!!!!!!,품절이던데 구매 못하나용 ㅜㅜ,@gowva1,,,,,,,
1번 콤비타 🐝🍯 저희집은 가벼운 감기엔 병원 안가고 콤비타 사쉐랑 캔디먹고 나아요❤️ 아이가 먼저찾는 로젠지 다먹어서 기다리고있었는데 별샘님 공구예정에 있길래 안사고 기다렸지요 ⭐️,14살 학생이 복용해도될까요?,1.콤비타 !!! 저도 어쩌다보니 숙취해소제로 먹고 있어요😂😂어제도 숙취해소제로 먹은.....,제가 질문이요~로렌지가 단순 패키지변경인지 아니면 성분이나 함유량도 종전 로렌지와 차이가 있을까요?,1번 콤비타요 ❤️ 숙취해소 물론이고 속쓰림있던거 다 없어졌어요. 이젠 콤비타 모닝루틴 못잃어🙏,1번 콤비타! 4월에 코로나 걸린 후에 콤비타 덕즘 많이 봤어여. 최고임요.,1. 콤비타 💛,1번 콤비타🐝🍯💛 통꿀 한통 하루 2스푼 먹으면 얼마나먹을까요~~~?!!,🍯1번 콤비타 ❤️❤️😍 이거 먹고 자면 코 알싸하게 감기오려는 거 없어져요!!! 🍯,1.콤비타!!코로나에 식도염에 진짜 힘들었는데 통꿀 먹고 많이 회복된 걸 몸으로 느꼈어요! 이젠 아프지 말고ㅠㅠ 꾸준히 관리 차원으로 먹고싶네요!!🍋🩵 모두모두 건강만 하길!!🧡,"Get a free side project, 500-800 ➕ per day💰💰💰💰(🔗in bio)!",,,,
레자뎅 프랑세 향수 구입했는데 배송도 일주일만에 왔간만 바디 클렌져를 제외하고 다른 구성품은 가빠져 있는데 어디다 문의해야 할까요?🥲,오일구매했는데 사은품이 잘못온듯해요. 어디로 연락해야하나요??,네이버톡톡이 계속 부재중이에요 ㅜ 12일구매한거 아직 송장번호도 안왔어요 🥲,레자뎅 구매했는데 사은품들이 다빠져왔어요ㅜㅜ,그로세이 사고.. 오렌지 사고…. 다음에도 꼭 가져와주시면.. 이리드말트랑 밀로비 살게요..?❤️❤️❤️,이리드말트는 지금 구매 못하는걸까요?😢,7월13일 주문한것도 오래걸릴까요? 바디오일주문햇는데 아직 안와서요~,얼른 받아서 향을 느껴보고 싶어요😍,저 무슨 vip됐다고 할인이 더 돼서 결국 레자뎅까지 아침에 급하게 주문했어요🥳 베르벤느 정해주셨지만 크레송 가서 미앙해요..#답정너,베르벤느 향수 품절이라 아쉽지만ㅋㅋㅋ이리 뒷북이예요 후아,불리덕분에 행복하쥬😍,@ju__youngg ㅜ,,,
,,,,,,,,,,,,,,
그로세이 샀는데… 베르벤느도 사고싶고… 크레송 향도 궁금하고..🥲,베르벤느로 어렵게 결정햇는데 지속력은 어떤가요?😍,넘 이뻐요💚 인테리어 소품으로 써야할 디자인인데요 ㅎㅎ 저도 구매하러 고고,바디로션과 오일 선물용이라 두개 같이 사고싶은데 같이 담아주기도 하시나요?,이리드말트는요ㅜㅜ,향수발송 언제쯤 될까요??,40대초반 남편 향 추천해 주세요^^,이리드말트는 이제 수량끝인가요??ㅠㅠ,베르벤느 미쳐써요오오옹🍋🍋🍋,베르벤느 만세만세만만세… ㅠ🩵,,,,,
쓰고있는 바디로션 있어서 꾹꾹 눌러 참았는데..이 피드보고 바로 오일 결제했어요😂 별샘님 한마디한마디가 아주그냥~안 흔들릴수가 없구만요🩷,오일이 좋나요 로션이 좋나요,다마스크로즈 오일 삿는데 어떨까요 두근두근..!,베르켄오렌지오일만구매했다가향맡고바디로션도바로결제..!!! 거기에 향수까지추가결제한건 안비밀 🤫 하 .. 텅장각😂😂,이리드말트 품절인가요ㅜㅜㅜ,베르켄오렌지블로섬 오일이랑 로션 다 방금 구매햇어요 향수도 구매하고 싶지만.. 직접 맡아보지를 못해 우선 라일락 향이라 하셔서 가볍게 시작해보려규요~,좀전에 배송받아서 바로 뿌려보구 발라보구했네요 ㅎㅎ🍅🍅🍅,불리득템쓰❤️,가을겨울에 이리드말트 꼭 다시 가져와주세요..❤️❤️,백화점에서 사는건 바부~~~~~❤️,지금을 놓치면 분명 후회함!!,"@ju__youngg 사고싶은데,,",,,
상세사진 침대사이즈는 뭐예요?위에깐패드사이즈도 궁금해요 집에있는 냉감패드는 사이즈가 너무딱맞아서 움직일때마다 패드도같이움직이는😂,퀸사이즈 매트리스는 그대로 퀸사이즈 주문하면 되는거죠? 강아지가 있는데 소재가 보풀은 없는지도 문의드려요~,언니... 너무 마침 딱...!영규오빠가 잘 때 땀 땜에 찝찝하대서 인견패드 알아보고 있었는데ㅋㅋㅋㅋㅋ 바로 겟했어요😍,퀸사이즈 매트리스 인데 킹 사이즈 주문해도 괜찮을까요~?,SS 사이즈 재입고 안됄까요ㅠㅠ?,1401 매트리스 LK 사이즈 사용 중인데요! 그럼 냉감패드는 K사이즈(180/200) 주문하면 될까요? KK 아니어도 괜찮죵??!,버츄오 팝 공구는 또 없을까요?😢,Kk사이즈는 재입고 될까요?😂,"오오 드디어!!! 넘 기다렸어요!!! 1401 매트리스 라지킹에 딱 맞겠죠?! 세탁기 건조기 돌려도 될까요....? (건조기 안될거 같지만,,,,🥹🥹)",다른 얘기지만 비타민디 공구는 또 없을까요? 맛있게 너무 잘 먹고 있어요❤️,kk사이즈 재입고 되나요,기다렸다가 바로 구매했어요🙌,구매완료🩵,킹 사이즈 품절인데ㅠㅠㅠ 혹시 추가 입고 예정없나요,퀸 사이즈 재입고 없을까요?
