0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
약사님께 셋째낳고 매일아프다고 DM보냈던사람인데 진짜 반성하게되네요 저도 두번의유산후에 둘째를가지고 대학병원에 눕눕하다결국27주에 아기낳고 12월말 한겨울에조리도안하고 매일 니큐에 면회가던 기억이있네요~ 그아이가 6살이되고 셋째가두살이되엇는되도 살은찌고 화와짜증이가득인삶을살고있는데 멋지게이겨내고 또 다른삶을살아가는약사님을보니 존경스럽기도하고 부럽기도합니다ㅎㅎ 항상 응원합니다^^,"약사님 글보면서 소름! 정말 대단하세요고생 많으셨네요😭😭 이전에 이야기 나누다가 지나가듯 임신중에 약국개업한 이야기 하셨던거 같은데 그보다 훨씬 고생하셨네요ㅜㅜ 그걸 또 극복하고 멋진 약사로서 좋은 컨탠츠 많이 만드시더니 이번엔 미시즈코리아까지 섭렵하시다뇨 프로갓생러 끝판왕👏👏👏 저도 이번 둘째, 사업 준비하다가 임신사실 알고 막바지에 조산위험으로 집콕했었는데ㅜ 그래서 더 와닿네요! 멋진분💚🙌 약사님 끝까지 응원합니다!!!🔥",와우.진짜 멋지세요👍👍저도 결혼하고 경단녀로 살다가 코로나한참일때 새로운 일시작한지 1년이 넘었습니다.다이어트도 열심히해서 ㅎㅎㅎ3개월동안 9키로 가까이 뺐구요.늦었다.나는 안돼.이나이에 뭘 시작하겠어.했던 부정적인 생각을 버리고나니 ㅎㅎㅎ행복이란 놈이 마중나오더라구요.하루하루 소중하게 행복하게 살려고 노력하려구요^^ 약사님 늘 응원합니다~~^^ 화이팅해요^^,정말 고생 많으셨어요. 저도 둘째 맥수술해서 고위험산모 병실에 누워 혼자 울던 때가 생각나네요.....ㅠㅠ 낳고 나서도 우울감과 자존감하락으로 너무 힘들었고요ㅠ 그런데 약사님은 너무나 멋지게 힘든 상황을 이겨내신 것 같아요. 저는 치열하게 노력하지 못했거든요ㅠㅜ 존경스럽습니다. 약사님의 이야기에 저도 힘을 얻게 됩니다. 앞으로도 약사님의 가시는 길 진심으로 응원해요🙏🤎🤎,약사님  너무 축하드리고  그 힘든 시간을  잘 견뎌주셔서  귀한 아기를  얻으셨네요~세상에 안 귀한  생명은  없지만  저 또한  그런  귀한 아이가  1명 있기에  조금은  안답니다.,약사님 너무 존경스러워요.. 😍 역시 약사님의 20대 미모에는 다 노력이 있으셨군요! 약사님 항상 웃는 얼굴에 즐거워보이는 모습이 아름다우셔요~ 힘들었던 적이 있으셨다는게 믿기지 않지만 앞으로는 아프지 마시고 우울하지 마시고 행복한 일만 가득하시면 좋겠어요❤️,저는불임입니다 .죽을만큼 힘든고통이였어도  저는 약사님이 그저 부럽기만하네요😂 그리고 그런 약사님이  동시에 멋지기도 합니다.. 늘 응원하겠습니다.유익한 정보도 많이 주셔서 늘 감사해요,에구 약사님 모습에서 그런 걱정을 했던 분이라고 어찌생각하겠나요. 늘 밝고 명랑하셔요. 너무 고생많으셨어요. 힘든 시간을 잘 이겨내심 힘이 지금을 더 멋지게 만들어주지 않았나 생각해요. 약사님 멋져요 🩷🩷,와 약사님 ...항상 밝아보이셔서 이렇게 말못할 힘든 과정을 겪으셨다니 정말 존경스럽습니다... 그래서 사람들에게 선한 영향력을 끼치는 지금의 모습이 너무 멋있으시고 진짜 대단하세요...얼마전에도 제게 체험 기회를 주셔서 너무 감사했어요...진짜 다이어트가 너무 절박해서 자존감도 낮았는데... 오늘도 다이어트컷을 먹고 열심히 운동하는 의지도 생겼습니다ㅠㅠ항상 감사한 마음입니다❤️,오모나 약사님!! 매번 게시물 보기만 했었는데! 모델상 축하드려요❤️ 저도 심한건 아니었지만 경부길이가 짧아서 26주부터 누워 지냈던 기억이 나네요 ㅎㅎ 어쨋든 넘 멋있어요!,"어머 비슷한 경험으로 둥이를 낳았어요. 직장맘으로 너무 힘든데 약사님의 피드보면서 다이어트, 건강 정보를 받는데요. 여태 아가씨인줄알앗는데 두아이엄마라니 너무 멋지고, 진짜 분발해야겠네요. 큰키 축복이에요. 저는 너무 작고 평범해서 미인대회는 꿈도 못 꾸지만 꿈을 포기하지는 않아야겠다는 생각이드네요. 항상 좋은 정보 재미나게 알려주셔서 감사합니다.😍😍😍축하드려요👏👏👏😍",글 너무 감동이에요ㅠㅠ 순산하셔서 너무너무 다행이세요 ㅎㅎㅎ 역시 마음도 얼굴도 아름다우신 약사님!! 늘 좋은정보 공유 감사드립니다~^^,요즘 내 모습이 그러한데 ㅠㅠ 살찌고 애보느라 힘들고 ㅎㅎ 언니 정말 멋지다!!,언니 넘 멋지다 ❤️ 축하축하해~~ 난 요즘 힘들어서 다 손 놓고 있는데 언니덕분에 에너지 또 받고갑니당 🔥🔥🔥,정말정말 너무너무 고생하셨고  첫째딸에게 동생도 안겨주시고 너무 감사해요.힘든시간들 오늘에 보상받으시는거 같아요. 다시금 축하드립니다
혈압약을 복용중인데. 저녁에 먹으면 괜찮다 는거죠..구매하기전 한번더 체크요,액상 콜라겐 저녁에 먹고있는데 함께 먹어도 될까요?,임산부는 먹으면 안된다고되어있는데요..임신계획중(9~10월즈음 도전)인데 임신하기전 체중감량 조금하고 임신하고싶어서요.. 먹어도될까요?,아침.점심 .저녁 언제섭취가 좋을까요? 체험단인데 효과좋은거같아서 구매하려고합니당🫶🏻🩷,주문했어용^^ 약사님~ 식후 아침or저녁 언제 먹는게 좋을까요???,둘찌임신때 임당이 있었어서 바나바 성분 포함된 당질저감제 한알 복용하고 있는데 중복으로 먹어도 될까요?복,약사님 혹시 애플사이다비니거 식전이나 식후에 복용하고 있는데 혹시 식후에 약을 복용하면 효과가 떨어질까요? 애플사이다비니거랑 같이 섭취해도 될지 궁금합니다^^,빈속에 먹으니 속이 좀쓰린데 밥먹고 먹는건가요?,약사님 근데 효과는 있는지 확인이 된건가요?????,컨트롤s먹고 있는데 같이 복용해도 될까요?,어머! 가격 무슨일이에요?!ㅋㅋ  한통 살 가격에 좀만 보태면 두통이 되네요?ㅎㅎ바로구입완료했슴당^^,비타민 b 영양제 따로 먹고있는데 같이 먹어도 상관없겠죠~~?!,와우!! 가즈아!,약사님~~!! 세상에 가격 무슨일이에요!!!! 주기적으로 해주세요😍,우엉 ㅜㅠㅠㅠ 더 주문 못 했는데 다음공구 또 있나요? ㅠ
와.. 약사는 음식에 관한것도 공부하는군요... 대체 약사가 되려면 공부량이 얼마나 되야 하는지.... 😢👏👏,맛있는것중에 당독소 안생기는 음식엔 어떤게 있을까요?🤔,치즈 진짜 너무 좋아하는데ㅜㅜㅠ 치즈만 줄이면될까요? 유제품 종류가 다 좋지못한걸까요?,직화고기 치즈 설탕 오늘 한번에 다먹었습미다😭,중3 아들 아침마다 치즈 주는데 먹이면 얀되는가요?,안먹을순 없으니 적당히 먹고 운동 하고 좋은것도 먹음 대쥬>.<❤️❤️❤️ 약사님 애뿌시다❤️,이렇게 모션으로 풀어주시니 쉽게 와닿습니다.👍👍👍💃🍀,몸에 염증을 독소빼는 영양제가 따로 있을까요?,오늘 치즈샀는데,🤓🤓👍🏻,@scopi_4224 메모메모,,,,
어쩔 수 없이 술자리를 가졌을 때 최대한 살이 덜 찌는법 궁금해요! 다른 소화를 미뤄둔다 했으니 그날 아침부터 쫄쫄 굶고가서 안주없이 술만 마시면 괜찮을까요..?,술 마시는 중에 이걸 봤네요?!ㅋㅋ 나름 안주 조절 하고는 있지만 내일이 걱정이에요~ 그래도 난 나름 다이어터니까 조절 할 수 있다며~~~!!,저 혹시 제왕절개흉터에 좋은 연고 추천좀 해주세요아이들 흉터도 같이 쓸수있는거요❤️,알콜이 위산도 분비시키는걸로 배운듯? 유럽에 식전주 문화가 그래서 생긴듯요? (괴기먹는 나라들) 맞는지는 몰라요 😂,휴... 술배의 원인😭 그래도 더운 날 시원한 맥주는 못 참겠어요🤣,고오급정보🙌 술마시면 살빠진다?-> 물빠진겈ㅋㅋㅋㅋㅋ,완전... ㅎㅎㅎㅎ 오늘 빡씨게 운동하고 맥주한캔 마셔야지 헸는데 못마시겠네요 😂😂,위에 맥주/와인 이거 버튼인줄 알고 맥주를 클릭한 제가 레전드.. 😂,술 마시면 식욕 급증하는 것은 과학이었군오🥲,술은 절대 안됩니다!( never alcohol),전 맥주!! (마시고 싶지만 참을게영😂),위스키 vs맥주 뭐가더 안좋나요.......,술못마시는 저도 이해 쏙쏙👍  예쁜 약사님 눈빛이 초롱초롱해서 집중하게 되네요😍,미안해요 마셨어요 ;;;; 운동하고 올께요 😂,약사님... 저 오늘 술먹는거 어케아시고...
예전에 와인 스터디 하면서 칼로리 보고 기절하는줄요. 나중에 막걸리도 찾아보니!!!!!! 왜 어르신들이 김치를 안주로 삼는지 알겠더라구요. 뭐 그냥 밥이더라구요!!!!! 흐흐흐,근대 ... 보통 알콜자체로는 칼로리만있지 살은 안찌는 걸로 알고있는뎅 물론 안주를먹으니깐 어쩔수없는거지만 혹시 아닌가요??,이런걸 10사기라고 부르면 될까요ㅎㅎ,아하... 그냥 먹던 일반진로 먹어야겠네요,오와 좋은 정보에요🩷,반전소주의 혁명이네요ㅜㅜㅜ,소주회사서 보면 안 좋아할듯 🤣,와 처음 알았어요 good 👍,제일 궁금했던건데 넘 감사합니다👏👏👏👏👍,❤️,역시 사람은 이렇게 제대로 알아야 하네요 😵‍💫😡😤,얼음에 섞은 소주요~,처음보는 영상🙌🙌,헐.......///,@_rrrrrrrrrri @cghyun_ 사기당함ㅋㅋㅋ
제가  쓰는거 찾아보니  다  혼합이에요. 저는 기미방지.색소침착방지를  원하니  무기자차를  써야하는거지요? 혼합자차  썬크림 집에  왜케  많은지~새거ㅠ  다  몸에  바르고  무기자차로  다시  사야겠어요. 무기자차  바르고  혼합  다시  바르는건  어떤가요? 아님 반대루는요?,"헉 ㅠㅜ 지금 쓰고있는 선크림이 티타늄디옥사이드, 징크옥사이드, 옥티살레이트가 들어가있는데… 멜라노사크림을 바르고 있어서 불안하네요ㅠㅠ 완전 무기자차로 바꿔야할까요??","자전거타는데. ,ㅠㅡㅠ 백탁현상싫고 건성피부라.. 유기 또는 혼합 사용했는데...허허..어쩐지 기미가 더 올라오더라니요..ㅠㅡㅠ","집에 선크림 선물받은거 있는데요. 얼굴이 따끈거리고 땀이 빨리 나서 아무것도 안바르고 못바르고  기미랑,주름이랑 장난아니네요 ㅠ","근데 무기자차 발림성이 안좋고 제 피부에는 잘 안맞아서 들뜨고 너무 건조하고 그러거든요 ,, 그래서 유기자차만 쓰는데 이런 경우에는 어떡하죠?",와대박ㅠㅜ 갑자기 기미가 몽땅생겨서 선크림 바르는데도 왜이러지했는데 성분보니 유기였어요ㅠㅠ 비건이라고 좋다고 발랐는데 아...슬프네요,헐ㅜㅜ 화장하기전 잘먹는선크림이라고해서 샀는데 유기자차에요ㅜㅜ백탁도없고 수분마니들어간거래서샀는데ㅜㅜ어쩌죠,어쩐지🥲 유기자차 썬밤으로 열심히 바르는데도 주근깨가 짙어지길래 이상하다했더니 그런이유였군요!ㅜㅜ,혹시 닥터지 브라이트닝 업 선 플러스 이 제품은 무기자차일까요..?,무기자차쓰면 얼굴이 너무 건조하고 화장이 잘 떠서 어쩔수 없이 유기자차 쓰는데 저만 그런가요😢,그럼 유기는 피하는게 ㅇ..좋은건가요?ㅜㅠ 당장성분표 부터 봐야겠어요,선생님 좀 다른질문인데요 제가 이석증이 있는데 요즘 신경쓸일+스트레스가 많아 스물스물 좀 느껴집니다ㅠ 치환술 받을정도는 아닌거같고 평소 혈액순환제를 먹으면 도움이 될까요? 혹 된다면 제품추천 부탁 좀 드려봅니다😢,선생님 있는 기미가 옅어지기 위해서는 뭘 먹고 뭘 바르는 게 좋을까요~? 시술이 답일까요ㅠㅠ?,눈 따가워서 썬크림 못바르시는분들 장윤정 썬쿠션 지이인짜 안따가워용 무기자차에요!! 이런글쓰면 잡혀가나 싶지만 너무 좋아서 공유😄,무기자차를 쓰고있었는데 눈이 안따가워서 계속썼거등요.저런차이가있는지 몰랐어요~
카테킨 물에 타먹는거 먹는데 먹으면 바로 신호가 ...! 좋은걸까요 나쁜걸까요????! 설사 비스무리하게 나오긴 하는데...!,카테킨은 카페인을 섭취하는사람한테 효과가 많이 떨어진다고 들었는데 혹시 제가 아는 정보가 맞을까요???,아니 이거 빨리 해줘용나도 사먹게🔥지금 이사하고 짐 정리하고 늦게자고 해서 살찌고 난리남..,녹차티백 적어도4잔이라니!! 필히 보조제로 섭취해야겠어요😮,와 장난 아니네요 공유각,간수치gpt수치가 높아도 복용가능한가요?비알콜성지방간으로 체지방 감량을 해야하거든요ㅠ.ㅠ,유용한 정보 감사합니다. 가르시니아와 돌외잎은 어떤가요? 다이어트 보조제가 너무 많아서 핑글핑글😵‍💫,퍼가요~,요즘 섭취하고있는데 잘 맞는 것 같아요😍,퍼갈거에요♡♡♡,우아 진짜이뿌다,너무 귀엽고 예쁘신 약사님😍😍😍,퍼가요~❤️,약국에서살만한 제품이있을까용,퍼가요~
"저요! 저는 초고도근시, 초고도난시를 가지고있고 수술안된다고 3군데 빠꾸맞고 겨우 했는데요~ 루테인 어디께 좋은지 몰라 그냥 아무거나 줍줍했었답니다ㅠㅠ 시력도안좋고 눈알레르기까지 있어서 힘들다는거 큰맘먹고했답니다. 근데 다시 시력나빠질 확률이 높데요ㅜㅜ이런 저에게 기적의 선물🎁 부탁드려요🙆‍♀️🙏",당뇨가 있어서 매년 안과 가서 검사를 받고 있는데요 루테인을 먹으면 예방도 되고 좋다는 얘길 들었지만 선뜻 제품을 구입하는걸 망설였어요~ 약사님께서 추천하실 정도라면 꼭 먹어보고 싶어요!! 저도 저지만 남편은 시력도 안좋은데다 직업 특성상 기계의 미세한 부분을 봐야되는 일이 잦은데요 같이 먹어보고 싶어요!!,저요...손들면 욕심일까요? 당뇨가 코앞인지라 루테인 생각하고 있었는데 프리미엄급 경험해보고 싶네요 당첨에 관계없이 늘 진심으로 감사드려요,맨날 노트북 앞에서 화면만 보니 눈이 점점 침침해지는게 고민이에요 ㅠㅠ 좋은기회로 꼭 한번 사용해보고싶습니다 !!🥲,"저욥🙋‍♀️ 라섹수술하고 건조증에 심한 빛번짐까지 생겼어요😓 안과검진받으니 건조증이고 건조증으로 빛번짐이 더 심해질수있다고해서 안약치료중이예요, 예전에는 눈영양제 챙겨먹었는데 지금은 따로 먹지않고 있어서 한번 먹어보고 싶어욤!",출산 후 침침해진 눈이 두려워요 ㅠㅠ 라식도 했는데 요즘 아이들 데리고 운전할 때 시야가 흐려서 걱정이거든요…! 야근 중인 신랑과 함께 하고 싶어요오오오❤️,우앙~~이벤트 넘 좋아요! 네일아트를 직업으로 살면서 눈의피로도가 급격하게 높아졌어요. 알러지와 노안도 생겼구요 일을안할순없어서 버티는 중이에요 그런데 이렇게 괜찮은 영양제가 있다니 경험해보고 싶어요,"❤️🙌 저 손들어볼께요 🙌❤️쌍둥이 낳고 40대 들어서면 느껴지는 눈노화.. 최근에 밤운전이 잘 안보이더라구요ㅠㅠㅠㅠ 항상 좋은 약, 정보 알려주셔서 감사합니당❤️",늘 컴퓨터로 업무를 하고 저녁엔 🏸운동하러 가는데 장거리 야간 운전이 많아서요. 눈 건강을 지켜야 제 삶에서 중요한 두 가지를 더 잘 할 수 있을 것 같아 신청해 봅니다!! 이런 이벤트를 통해 좋은 제품 알려주셔서 감사드립니다 🫶🫶,🙌🙌🙌저요저요🙌🙌🙌작년부터 눈한쪽에 이상이 왔어요. 병원에 다녀도 차도없이 원인도 불분명해요. 몸이 피로하면 눈부터 떨리고 빨개지며 힘들더라구요. 루테인에 관심을 가지고 있었어요. 좋은정보와 젛은 이벤트 너무 감사해요. 유산균 또 해주세요!!👍🏻👍🏻,매번 좋은 정보 주셔서 도움이 많이되고 있어요.눈이 침침해질게 벌써 그런 나이가 됐나봐요.그렇지 않아도 루테인 제품 찾고있었는데 넘 반가운 소식이네요. 댱첨되면 더 좋은 소식이 되겠네요^^,아니 일주일에 한번씩 이벤트 열어주시면 많은분들이 기회도 생기고 설렙니다❤️❤️❤️❤️❤️❤️(like lotto!!!!!!)애두라 뭐해 다들 신청해 😝@songyeonhwa31 @hwanhyi.song @seongji0214 @11rin15 @mingcook.1127 @se_eunji @_ji_young87 @darae10211 @_gia.j @minlove.jo 꼭신청해 민애,@runston77 저희는 올 초 결혼한 부부에요 40대 후반에 결혼해서 즐겁게 신혼 누리고 있는데 요즘 둘 다 노안이 와서 함께 슬퍼하고 있어요 남들보다 늦게 만나 시간이 아까운데 노안이 와서 서로 얼굴 잘 못 볼까봐 걱정되네요,제 눈이 요근래에 침침하다고 너무 느낍니다. 아이봉도 소용없습니다.  그리고 주변 분들에게 약스타그램은 유이님 추천해드리고 있습니다. 아기 챔프 리콜도 게시물보고 알았습니다 감사합니다. 옆자리 선생님께는 최근 게시물 촉촉한 동아 판테놀을 알려드렸습니다. 유이 약사님 너무 좋으신 분입니다. 귀감이 됩니다. 루테인 받고싶습니다. 아내와 같이 먹고 눈이 밝아지고 싶습니다. 좋은 이벤트 감사합니다. @yoonsangchan @chulzz_0406 @wmm3554,라섹수술한지 10년이 다 되어가는데 요즘 들어 시력이 저하되는게 느껴져요 🥲 아이 키우느라 제 건강 챙기는건 소흘하게 되네요 이번 기회에 눈 건강부터 챙겨보려고 해요🫶❤️ @hanmongni @seojinmom1011 @h_hhhh92 @jinhee6278
제가 좀 다쳐서 입원햇었어요ㅠ ㅠ그래서 제때 제때  다 확인을 못했네요 저도 부탁드려요 그리고 중1남아 초5여아 영양제 추천 부탁드려도 될까요?중1되니 넘 피곤해해요ㅠ,저 배툭튀인데 제품이름좀 알려주세요 ㅠ,멀물어야하죠? ㅎ. 물을것이 분명 있는데,포스콜린 핫하네요!!,ㅋㅋ결국 약사님 팔로우 했습니다  이뻐져 보겠어요 😍,저혈압인 사람 복용 가능할까요?,ㅋㅋㅋㅋㅋㅋ 잘 하신당 ㅎㅎㅎ😃,신지로이드 먹어도괜찮나요? 제품 궁금해용~~^^,둠칫 두둠칫 💜💜💜,임산부도 가능한가요 ?,자신있게!,제품 진짜 궁금하네~~알려주세요~,포스콜린 제품...그것이 알고싶습니다❤️,제가 본 챌린지 중에 가장 귀여워요 👀🫶🏻💖,제품을 추천해주세요ㅜㅜ
화상 상처에도 효과 있을까요? 고데기에 데여서 2도 화상 입었는데ㅜ 흉 남을까 걱정중이예요😢,꼭 냉장보관해야하나요?해외에 살고있어서 사서 가려고하는데 사서 바로냉장보관해야하면 힘들것같아서 여쭤봅니다,여름만되면 배 등 허벅지 이런쪽에 엄청간지러우면서 빨갛게 올라오는데요ㅜㅜ 긁으면 번저요...! 스테로이드연고만이 답일까요! 추천 연고있으실까요!?,화장품을 잘 안 바르는 편이라 선크림을 안발라서 얼굴에 기미 등이 생겼는데요 이 경우에도 좋을까요?,가끔 한번씩이 사람마다 다르겠지만.. 2일에 한번 혹은 매일 써도 괜찮겠지요??😮❤️,콜라겐 어디꺼일까용,전 egf새살연고 밤에 마지막 영양크림단계에 소량 섞어서 사용하는데 화장이 엄청 잘 먹더라구요. 강추합니다,Egf 구하기가 어려워용 ㅠ,안녕하세요~ 동네에 경동이 안팔아서 처음에 동아 판테놀 발랐는데요~약국 다돌면서 경동꺼 구해서 발라봤는데좀 기름진 느낌이더라구요ㅜㅜ경동이나 동아나 성분이랑 효과는 같을까요?,제품 이름이 egf인건가요?,매일 사용해도 무방한가요?😮,약사님 요거 여드름 유발 하거나@그렇지는 않나용🩵,말씀 안하시고 보면 서른인데요^^ㅎ,"가격은 어느정도 일까요,,,?",
화장을했기때문인것같아서 이쁘다는 댓글은 달지 않으려 하는데 괜찮을까요?😮,성분이 포함된 약 추천해주시면 안될까요?,한가지 여쭤보고싶은데요.. wild bitter melon이라고 요즘 많이 뜨거든요.,혈당 주의해야겠네요..ㅠㅠ 식욕이 자꾸 자극되는 이유 알겠네요 제가 과일을 너무 좋아해서ㅠㅠ,ㅇㅣ거구나..운부장님 차단하신 이유,뭔가 눈이 또렷해지셨어요! 😮😮다이어트 고고!,임신성 당뇨이후 출산후에도 공복혈당이 엄청 높아졌어요ㅠㅠ 제품 추천 해주세요오!!!!,핑크색 가운도 잘어울리시네요🩷🩷 인슐린 저항성과 체중증가의 상관관계 깔끔정리입니다🩷,혈당관리!! 명심하겠습니당ㅎㅎ 그나저나 왜자꾸 이뻐지시나용?유이약사님?😍,혈당낮추기->지방축적방지🙌🙌,혹시 죄송한데 초등6학년 칼슘  추천해 주실 수 있나요?,임신때 당뇨가 있었는데 지금도 식후혈당이 높은편이예요~~ㅠㅠ도움되는 약 알려주시면 감사하겠습니다^^,다이어트 핵심성분 콕콕커,크 바 시 알!!!멤호,약사님 넘 예쁜거 아닙니꽈😍😍
약사님 피드랑 관계없지만 갑자기@두드레기 이후 팔 다리 부분적으로 너무 간지러워 긁게 되는데 긁음 전 피부가 피멍까지 드네요 피부과 다녀온 후 많이 좋아졌만 부분 간지러움이 남았는데 피부과 처방 연고가 신뢰가 많이 가지는 않아서 ㅎ 약사님의 처방엔 무슨 연고가 좋을지@궁금해요 부탁 드려용🙏,선생님 앞머리 매직 시술을 머리가 안나와서 하루에 3번이나했는데 머리가 타서 꼬불꼬불해요ㅠㅠ 잘라도 다음날 일어나면 다시 꼬불거리는부분들이 계속 보여서 혹시 탄 머리에도 약이나 연고가 있을까요?ㅠㅠㅠㅠ,문의드립니다 선생님 ! 손가락 전체가 관절염 때문에 고생하고 있는데 3개월 병원 다니다 오래 먹으면 안된다는 주위의 얘기에 관절염 약을 중단했습니다.  병원에서 처방약 먹기는 부담스럽고 그냥 방치할 순 없고 권할 수 있는 처방을 해주셨으면 감사하겠습니다.,오.. 소포장 10개 먹으면 제로여도 기준치 될 수 있다니… 좋은 포인트 감사합니다 :)🙌,초등학생인데 지방간이 너무 심해서식단을 해야하는데음료수 대신 티젠 콤부차이런거 먹여도 되는지요?😢,약국 갔어요?😮😮😮,골프 치면서 왼팔 팔뚝 근육통이 한달간 지속되고 있는데요 ㅠㅠ (테니스 엘보 처럼요..) 혹시 바르거나 붙이는 좋은 치료제가 있을까요? 🥹,태희오빠 제로 매니아🤣🤣🤣,약사님! 그래도 일반 음료 보다는 제로 음료가 낫겠죠...?,👏👏👏,이런 놓치기 쉬운 현혹되기 쉬운 정보 더 알려주세요🙂,👏👏👏,@basic__97  그럴줄알았지만 난 제로가 맛이써,@dm4.17,@platinum_5373 @👍👍
크으 약사인플루언서 😍😍😍,멋있어요 약사님!! 저희도 이번에 오메가3+루테인+아스타잔틴+비타민+셀레늄까지 들어간 영양제 공구했는데 약사님 글 보고 더 많은 정보 알아가네용!!🫶🫶,진짜 저도 너무좋았어용!!🙂🙂,공부중독 심약사님🙌🙌,약사님~~~코에 피지+개기름에 바를 수 있는 연고 추천 부탁드려용😂😂 그리고 턱에 좁쌀이 잔뜩 올라와있는데 좁쌀에 바를 수 있는 연고도 있을까요?🙏,아...저도 사진으로 본적은 있어요.,미국 할아버지ㅋㅋ 너무 뜻깊었던 시간😍!!,연구주제가 정말 흥미롭고 궁금하네요~ 연구결과 기대되요!!!,멋있다👏👏👏 심약사님!! 열심히 사는 당신에게 오늘도 반함😍,,,,,,
평소 첫끼 식사시간이 늦는데...종합비타민을 오후에 먹어도 되나요...? 늘 식전에 먹기 부담이 되서 놓치는 부분이 있어요..!ㅠㅠ오후 늦게 비타민을 먹자니 이게 맞나 싶을 때도 있구요...오메가3는 저녁에 자기 전에 먹는데 맞게 복용하는건지..아니면 종합비타민이랑 함께 복용해야되는지..! 영양제 섭취법은 어렵네요ㅜㅜ!😢,커피랑 영양제 시간간격을 두고먹어야되는게 맞죠? 카페인때문에 흡수가 안된다고하는데 궁금해용,위가 엄청엄청 안좋은 1인입니당ㅠㅠ 종비를 먹고싶은데 식후에 먹어도 한번씩 울렁울렁 속쓰리고 신물이 올라오는 듯한 구역감이 들더라구요ㅠㅠ 혹시 속쓰림덜한 종합비타민은 없나요??ㅠㅠㅠ,헐 저 씹어드시는거 모에요? 쓴맛 안나나욧?!,약사님 육아를 하다보면 영양제 먹는걸 놓치는 때가 너무 많아서 생각날때 한꺼번에 (철분 유산균 오메가 비타민c)먹는데 이건 안좋은걸까요?,혹시 영양제를 한번에 다먹으면 안좋을까요??,선생님♡ 아르기닌과 글루타치온은 시간차 두고 식전에 먹어야 할까요? 두가지 동시에 복용해도 무관할까요? 그리고 식전 이라면 식사 직전인가요 식사 몇분 전일까요?,혹시 아르기닌 추천좀.약사님 드신거 모에요?ㅎ,영상에 나오는 영양제들 챙겨먹고싶은데 속쓰림 유발만 심하지않는다면 제품 전부 알고싶습니다!,철분하고 유산균 둘 다 공복 복용인데 텀없이 같이 먹어도 되나요?,"전 유산균은 기상후에 오메가3,칼슘,비타민 그냥 다 저녁식후에 먹는데 괜찮나요?",우와 너무 좋은정봅니다. 약을 이것저것 많이 챙겨먹는데 항상 잘 먹고 있는거 맞아? 이랬거든요. 혹 마시는 철분제 추천해주실수있을까요?  츄어블 칼슘 정보도 궁금합니다😍,"선생밈,, 아침을 안 먹는데 우유나 미숫가루 먹고 먹어도 되나용??",항상 잘보고 있습니다.  혈압약은 언제 복용 하는게 맞을까요??,약사님이 먹으면 영양제 먹방👏👏
이번 년도만 벌써 3번째에요 ㅠㅠ 유산균 먹고 좋아지긴 했는데 시중에 판매하는 이너케어젤 같은 제품 괜찮나요? 궁금...,남들보다 약해서 자주 걸리는 편인데 어떻게 관리해야할지 모르겠어요😢,혹 약 이름은 알수없나요? 해외인데 한국감 신랑한테 사오라고 하려구요,안녕하세요! 브라질리언 왁싱은 안하는게 좋은건지 궁금합니당!!,갑자기 붓고 간지럽더니 4일째 그렇네요 냄새는 없고 무진장 간지러워요 흰색 약간의 분비물이 묻어나요 질염인건지 다른 증상인지 간지러운부위 비판텐 발랐는데 조금?은 진정.. 유산균은 복용중입니다,오~ 간단명료 진단법 넘 좋아요 💜 미모는 덤인가요 😍,약사님 미모밖에 안보여요.....,너무 좋네요!!! 질염 셀프 진단🤎👍👍,무한신뢰 심약사님🙌🙌,예전에 넘어져서 정강이쪽에 멍이 들었는데 멍은 다 빠졌고 한참 지났는데도 칙칙하게 착색?식으로 남아있는데 없앨수있는 방법 있을까요?ㅠ,여자라면 필수팔로우!,쌤 머리 스탈링 넘 이뽀요!!,직관적으로 쉽게 진단할 수 있어서 너무 좋은데요😍,와 미쳣다리 왤케 예쁘시죠!!,크...역시 원탑😍👍
